company_name,Ticker1,Industry,Country/Territory,Employees,Revenue,Assets,Profits,Sector,P/E Ratio (ttm),Forward P/E,Diluted EPS (ttm),Dividends Per Share,Dividend Yield,Price to Sales (ttm),Price to Book Value (ttm),Gross Margin (ttm),Operating Margin (ttm),Net Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue Per Share (ttm),Revenue Growth (y/o/y),Total Cash Per Share,Total Debt/Equity,Current Ratio,Market Cap USD,EBITDA (ttm) USD,Total Cash USD,Total Debt USD,segment_list,business_segments_homologation
Spotify,SPOT,Music Streaming Services,Luxembourg,5584.0,12.6,8.2,-0.817,Communication Services,,44.382908,-2.96,,,3.8871915,20.287546,0.26029,0.027509999,-0.040159997,-0.00641,-0.21608,68.027,0.16,20.153,69.798,1.286,55.61311592448,0.0108,4.290839930880001,1.9018799308800003,['Premium and Ad-Supported'],"Music Streaming, Podcast Streaming, Audiobook Streaming, Live Audio, New Audio Experiences"
Leidos,LDOS,IT Software & Services,United States,41000.0,14.6,13.1,0.672,Technology,90.31468,14.896193,1.43,1.52,0.0117999995,1.1295898,4.1738033,0.14536001,0.090950005,0.01289,0.06316,0.048309997,112.686,0.077,5.723,125.27,1.339,17.43860736,1.632999936,0.777,5.334000128,"['Defense Solutions', 'Civil', 'and Health']","Defense Solutions, Civil Solutions, Health Solutions, New Technology Solutions"
Tianqi Lithium,002466.SZ,Chemicals,China,1851.0,6.0,10.9,3.6,Basic Materials,5.1915746,12.442307,9.97,3.0,0.058000002,1.5538911,1.6129634,0.85929,0.84589994,0.33009997,0.37824002,0.68844,29.951,-0.171,4.956,21.304,2.172,11.238840754176,6.21792331776,1.194289076736,1.617953369088,[],"Lithium Products, Lithium Mining and Processing, Energy Storage Materials, New Energy Materials"
Evolution Gaming Group AB,EVO.ST,IT Software & Services,Sweden,12144.0,1.6,5.1,0.9348,Consumer Cyclical,26.078543,19.352386,52.71,22.72,0.0167,161.01598,73.0044,1.0,0.63663,0.59538,0.15289,0.28684,8.422,0.166,4.652,1.983,3.068,312.77176455168,1.36880603136,1.0646165145600002,0.08581356,[],"Live Casino Solutions, Game Show Solutions, Other Games, New Online Gaming Offerings"
American Financial Group,AFG,,United States,6900.0,7.0,23.6,0.82,Financial Services,13.253731,11.193277,10.05,2.84,0.0214,1.4954022,2.6163304,0.19914,0.20030001,0.11432999,0.025610002,0.20504999,87.981,0.087,15.336,39.807,2.004,11.143737344,1.279000064,1.283000064,1.695000064,[],"Property and Casualty Insurance, Annuities, Mutual Funds, Medicare Supplements, InsurTech Ventures"
Bank of Chongqing,1963.HK,Banking,China,4992.0,4.5,98.5,0.7229,Financial Services,3.7631578,2.6645963,1.14,0.43,0.1008,2.259863,0.2801358,,0.60177,0.50887,0.0073400005,0.09535,2.772,-0.056,11.844,,,3.196745674752,,6.049336172544,39.981915488256,"['Corporate Banking', 'Retail Banking', 'and Treasury']","Retail Banking, Corporate Banking, Investment Banking, Wealth Management, Digital Banking Services"
Jefferies Financial ,JEF,Diversified Financials,United States,5381.0,8.0,52.0,0.5898,Financial Services,40.94643,10.867299,1.12,1.2,0.026199998,2.0681026,0.99479395,0.75563,0.07928,0.05908,0.00482,0.025940001,20.207,-0.165,211.531,272.843,1.434,9.72094464,,44.83106816,26.745565184,"['Investment Banking', 'Capital Markets', 'and Asset Management; Merchant Banking; and Corporate segments']","Investment Banking, Capital Markets, Asset Management, Merchant Banking, New Financial Solutions"
Caesars Entertainment,CZR,Travel & Leisure,United States,49000.0,11.4,33.3,-0.355,Consumer Cyclical,11.436813,16.786291,3.64,,,0.78110427,1.9735471,0.53201,0.20602,0.068179995,0.04773,0.19549,53.619,0.001,4.646,546.589,0.76,9.0045696,3.815000064,1.005,25.799000064,"['Las Vegas', 'Other U']","Casino Entertainment, Hospitality, Sports Betting, iGaming, New Entertainment Offerings"
Hyundai Glovis,086280.KS,Transportation,South Korea,1945.0,20.6,11.2,0.902,Industrials,,5.7698426,,6300.0,0.0337,0.2726004,,0.081429996,0.0538,0.04132,0.06791,0.14595,684885.25,-0.043,106799.26,44.767,1.963,5.320950153216,1.6013666916761602,3.04377877233664,2.64833443299328,[],"Automotive Logistics, Shipping and Air Transportation, Terminal Operations, Packaged Logistics Solutions, New Logistics Services"
Bandai Namco Holdings,7832.T,Consumer Durables,Japan,9886.0,7.6,6.9,0.8781,Consumer Cyclical,28.762558,18.664473,100.53,20.0,0.0069,1.8734502,2.7299395,0.35933,0.04741,0.06507,0.05929,0.09889,1543.582,0.017,345.974,,2.564,17.371242600857602,1.1103956770816,2.0785037099008,,"['Toys and Hobby', 'Network Entertainment', 'Real Entertainment', 'Video and Music Production Business', 'IP Creation Business and Others']","Toys and Hobby, Network Entertainment, Real Entertainment, IP Creation, New Entertainment Solutions"
ServiceNow,NOW,"IT, Internet, Software & Services",United States,17848.0,7.6,13.6,0.4,Technology,91.60901,48.35397,8.44,,,17.668253,20.75094,0.78586996,0.11079001,0.19296,0.031040002,0.27346,43.946,0.256,23.79,29.942,1.056,158.501896192,1.324,4.877000192,2.284,[],"IT Service Management, IT Operations Management, App Engine, Employee Experience, New Digital Workflows"
Vulcan Materials,VMC,"Construction, Chemicals, Raw Materials",United States,12000.0,7.4,14.1,0.6045,Basic Materials,38.980198,27.97868,7.07,1.84,0.0068,4.6827173,4.864784,0.25039,0.17315,0.11991999,0.06002,0.1308,58.511,0.059,7.042,59.481,3.166,36.440436736,1.998899968,0.931100032,4.465800192,"['Aggregates', 'Asphalt', 'Concrete and Calcium']","Construction Aggregates, Asphalt Mix, Ready-Mixed Concrete, Calcium Products, New Construction Materials"
Indian Bank,INDIANB.BO,Banking,India,39734.0,6.4,83.1,0.6457,Financial Services,8.050556,10.63662,61.12,8.6,0.0183,2.7752583,1.1477749,,0.42143002,0.32006,,,191.077,0.34,102.466,,,8.616031617024,,1.68272519168,3.242085629952,"['Treasury', 'Corporate/Wholesale Banking', 'Retail Banking and Other Banking Operations']","Retail Banking, Corporate Banking, MSME Banking, NRI Services, Digital Banking Solutions"
Motor Oil,MOH.AT,Oil & Gas Operations,Greece,2780.0,17.5,7.7,1.0,Energy,4.343949,5.6131687,6.28,1.63,0.061300002,0.21259288,1.1227723,0.12857,0.13963,0.04867,0.11071,0.27751,128.187,-0.152,13.848,98.86,1.708,3.19905690624,1.55210466816,1.62390845952,2.92759474176,"[""Refinery's Activities"", 'Trading/Sales to Gas Stations', 'and Services']","Petroleum Products, Petrochemicals, Renewable Energy, Power and Gas, New Energy Ventures"
NetApp,NTAP,Technology Hardware & Equipment,United States,12000.0,6.5,9.7,1.3,Technology,23.93394,15.658718,4.39,2.0,0.0191,3.5081751,21.776167,0.70085996,0.23786,0.15208,0.08019,0.89695,29.398,0.052,14.163,267.203,1.149,21.684031488,1.444,2.923000064,2.656,[],"Data Storage Systems, Cloud Data Services, Data Management Software, Professional and Support Services, New Data Solutions"
Voya Financial,VOYA,Banking and Financial Services,United States,6100.0,6.2,138.7,0.552,Financial Services,13.369003,7.667725,5.42,1.6,0.0224,1.0019754,1.7774616,0.55553,0.13029,0.08505999,0.00464,0.13194999,71.548,0.17,13.975,61.788,13.232,7.362515456,1.212999936,1.42,3.74,"['Retirement', 'Investment Management', 'Employee Benefits and Individual Life']","Retirement, Investment Management, Employee Benefits, Individual Life, New Financial Wellness Solutions"
Las Vegas Sands,LVS,Travel & Leisure      ,United States,35700.0,5.3,22.7,-0.542,Consumer Cyclical,31.468748,16.347403,1.6,0.6,0.0119,3.6583896,9.211489,0.79319,0.24528,0.11772,0.066750005,0.36881,13.594,1.61,6.774,348.441,1.306,37.944815616,3.550000128,5.104999936,14.300000256,"['Macao', 'Singapore', 'and United States']","Integrated Resorts, Casinos, Convention Centers, Hospitality, New Entertainment Offerings"
Fortive,FTV,Technology Hardware & Equipment,United States,18000.0,5.9,15.8,0.7637,Technology,35.473248,20.771084,2.43,0.32,0.0037,4.99381,2.9295812,0.59257,0.19448,0.14275,0.04309,0.08652,17.207,0.035,5.375,36.901,2.05,30.288955392,1.5876,1.8888,3.810099968,[],"Professional Instrumentation, Industrial Technologies, Transportation Technologies, New Technology Platforms"
BBMG,300003.SZ,Construction,China,45991.0,15.0,41.2,0.1032,Healthcare,15.881721,11.722222,0.93,0.34,0.0231,3.050072,1.7002417,0.63996,0.25174,0.19176,0.05219,0.11151,4.89,-0.194,2.755,27.605,2.72,4.083161714688,0.36039470208,0.754084165632,0.714206137344,"['Cement; Building Materials and Commerce', 'and Logistics; Property Development; and Property Investment and Management']","Cement, New Materials, Engineering Services, Mineral Resources Development, New Construction Solutions"
Performance Food Group,PFGC,Transportation,United States,35000.0,56.3,12.4,0.2662,Consumer Defensive,27.934307,15.037328,2.74,,,0.22154151,3.0503747,0.11935,0.012159999,0.00796,0.04087,0.11670999,349.326,0.029,0.105,130.471,1.708,11.956772864,1.3456,0.0164,5.0384,"['Foodservice', 'Vistar', 'and Corporate and All Other']","Foodservice Distribution, Vistar, Convenience Specialties, Reinhart Foodservice, New Food Solutions"
Far East Horizon,3360.HK,Business Services & Supplies,Hong Kong,21886.0,5.9,49.9,0.9096,Financial Services,4.1041665,3.3579545,1.44,0.5,0.0846,0.69730324,0.50904393,0.45731,0.23701,0.17225,0.019809999,0.12575,8.708,0.081,5.052,446.215,1.811,3.748864014336,,3.204556271616,37.761991163904,[],"Financial Leasing, Factoring, Equipment Operation, Healthcare Services, New Financial Services"
Packaging Corp of America,PKG,"Engineering, Manufacturing",United States,15100.0,8.3,8.0,0.9581,Consumer Cyclical,21.842974,18.299704,8.47,5.0,0.0271,2.1251607,4.117097,0.21966,0.14103,0.09807,0.084189996,0.19968,87.569,-0.02,12.833,79.384,2.571,16.581353472,1.6232,1.141500032,3.173199872,"['Packaging', 'Paper', 'and Corporate and Other']","Containerboard, Corrugated Products, Multi-color Boxes and Displays, Packaging Equipment, New Packaging Solutions"
Tenet Healthcare,THC,Health Care Equipment & Services,United States,102400.0,19.5,27.1,0.414,Healthcare,18.075306,14.61898,5.71,,,0.50226223,6.415341,0.37984002,0.15579,0.02974,0.06285,0.25919,202.166,0.078,12.281,294.354,1.506,10.320484352,3.659000064,1.228,16.213000192,"['Hospital Operations and Other', 'Ambulatory Care', 'and Conifer']","Hospitals, Outpatient Facilities, Conifer Health Solutions, United Surgical Partners International, New Healthcare Services"
Vipshop Holdings,VIPS,Retailing,China,6815.0,15.3,9.4,0.9266,Consumer Cyclical,8.84,6.597015,2.0,0.43,0.0242,0.08495707,0.2594049,0.22791,0.105790004,0.07192,0.08259,0.22583,203.903,0.092,252.607,5.694,1.227,1.4094237696,1.519788340224,4.027495858176,0.32276834688,[],"Online Discount Retailer, Internet Maintenance, Merchandising, Logistics, New E-Commerce Solutions"
CJ Cheiljedang,097950.KS,Food & Drink,South Korea,8545.0,23.3,23.7,0.4612,Consumer Defensive,,6.938609,,5500.0,0.0191,0.14619112,,0.21011999,0.053200003,0.0111,0.02481,0.03921,1828939.0,-0.071,151203.64,97.658,0.995,3.25595115290624,2.08837439127552,1.84121991102464,9.0273170325504,[],"Food and Beverage, Bio, Feed and Livestock, Processed Foods, New Food and Bio Solutions"
IDEXX Laboratories,IDXX,Health Care Equipment & Services,United States,10350.0,3.4,2.8,0.6992,Healthcare,52.89165,41.863888,10.06,,,12.076374,29.760614,0.5982,0.27207002,0.23083,0.22830999,0.80739,44.073,0.088,5.463,71.898,1.571,44.211040256,1.212035968,0.453932,1.067353024,"['CAG', 'Water', 'LPD', 'and Other']","Companion Animal Diagnostics, Livestock and Poultry Diagnostics, Water Testing, Ophthalmic Diagnostics, New Veterinary Solutions"
Sungrow Power Supply  ,300274.SZ,Semiconductors,China,9239.0,7.0,9.3,0.6841,Industrials,17.640068,14.390582,5.89,0.22,0.0021,2.3942907,6.0484343,0.28482,0.22326,0.13586001,0.092700005,0.39468,43.32,0.789,11.624,43.51,1.564,22.683141390336,1.537235288064,2.540155183104,1.724062814208,[],"Solar Inverters, Energy Storage Systems, EV Charging Solutions, System Integration, New Power Solutions"
Canadian Tire Corporation,CTC-A.TO,Conglomerate,Canada,34606.0,13.7,16.3,0.802,Consumer Cyclical,35.420635,9.5092325,3.78,7.0,0.051999997,0.46944335,1.3423095,0.31851,0.08382,0.01281,0.03736,0.050300002,296.228,-0.168,8.781,180.906,1.768,6.09904069632,1.27662602496,0.380952,9.09401985024,"['Retail', 'CT REIT and Financial Services']","Retail, Petroleum, Financial Services, CT REIT, New Services and Products"
Gartner,IT,Professional Services,United States,10390.0,5.6,7.4,0.9311,Technology,43.562668,37.133743,11.09,,,6.376732,55.606583,0.6778,0.19162,0.14939,0.093389995,1.9428301,74.768,0.054,16.994,451.079,0.907,37.667074048,1.274168064,1.324961024,3.070194944,[],"Research and Advisory, Conferences, Consulting, Peer Networking, New Digital Solutions"
NiSource,NI,Utilities,United States,7117.0,5.9,26.9,0.7102999999999999,Utilities,18.31081,14.569893,1.48,1.06,0.0395,2.202915,1.5576502,0.45201,0.25331,0.12975,0.02755,0.07478,13.231,-0.166,5.017,139.716,0.855,12.127927296,2.092499968,2.245400064,14.161999872,['Gas Distribution Operations and Electric Operations'],"Gas Distribution Operations, Electric Operations, Gas Transmission and Storage, New Energy Services"
SG Holdings,9142.T,Transportation,Japan,52021.0,10.6,6.8,0.9335,Industrials,11.216848,13.447296,320.5,186.0,0.051799998,1.3615257,1.2927637,0.40165,0.15993,0.121379994,0.033689998,0.12042,2640.474,0.122,399.504,90.475,1.043,5.140265605529601,0.8091060117504,0.571225188352,3.6041003794432,"['Delivery', 'Logistics', 'Real Estate and Others']","Telecommunications, Systems Integration, Internet Services, Digital Marketing, New Digital Solutions"
Acciona,ANA.MC,Conglomerate,Spain,45892.0,11.8,24.1,0.4635,Industrials,10.945399,11.791939,9.89,4.51,0.041500002,0.32705155,1.1831248,0.69583,0.00914,0.03011,0.016549999,0.09441,328.321,0.579,78.654,159.028,1.083,6.34622570496,1.53467993088,4.65047986176,11.76659951616,"['Energy', 'Infrastructures', 'and Other Activities']","Infrastructure, Renewable Energy, Water, Services, Real Estate, New Sustainable Solutions"
LG ,066570.KS,Conglomerate,South Korea,280000.0,4.6,23.4,0.9727,Technology,,6.6420417,,800.0,0.0081,0.20045072,,0.23511,0.01355,0.00846,0.03844,0.05,467156.2,0.057,47451.918,61.765,1.256,12.83147169792,5.143187685376,6.527411122339841,11.030514064424962,[],"Energy Solutions, Petrochemicals, Advanced Materials, Life Sciences, Digital Solutions"
Japan Exchange Group,8697.T,Diversified Financials,Japan,1197.0,0.992,617.5,0.342,Financial Services,36.289085,36.010014,110.97,64.0,0.015800001,14.440013,6.5303197,1.0,0.55652,0.39805,0.00063,0.18084,278.235,0.124,403.121,15.861,1.002,19.066868164198404,0.9054863720448,1.9086795227136,0.4775498104832,[],"Stock Exchanges, Derivatives Exchanges, Clearing Houses, Information Services, New Exchange Offerings"
Oriental Land,4661.T,Media,Japan,8782.0,3.6,9.1,0.5957,Consumer Cyclical,69.259514,56.287964,72.25,11.0,0.0022,13.701136,8.835947,0.41309,0.35502997,0.20138,0.08416,0.1388,365.271,0.238,231.04,25.824,2.164,74.6054732480512,1.9584200982528,3.444613801574401,2.180460126208,"['Theme Parks', 'Hotels and Others']","Theme Parks, Hotels, Resort Operations, New Entertainment Experiences"
Xiamen Xiangyu,600057.SS,Transportation,China,7034.0,77.7,17.4,0.4086,Industrials,10.868853,8.84,0.61,0.61,0.092,0.02919908,1.2307407,0.015149999,0.01164,0.0031299999,0.01538,0.057210002,201.265,-0.018,8.442,67.16,1.315,2.210620038144,0.557333532672,3.376769335296,3.921052090368,[],"Food Seasonings, Food Additives, Feed Ingredients, Bioengineering Products, New Food Solutions"
Ajinomoto,2802.T,"Food, Soft Beverages, Alcohol & Tobacco",Japan,34615.0,10.1,11.9,0.5367999999999999,Consumer Defensive,30.278864,26.196821,181.81,74.0,0.0134000005,2.0231845,3.544323,0.35101002,0.11404,0.06803,0.04908,0.12441,2671.217,0.035,473.816,60.12,1.369,25.7760887308288,1.878886137856,2.2373260722176003,4.743029220966401,"['Domestic Food Products', 'Overseas Food Products', 'Life Support', 'Healthcare and Others']","Seasonings and Processed Foods, Frozen Foods, Healthcare and Other Products, New Bioscience Solutions"
Daiwa Securities,8601.T,Diversified Financials,Japan,15096.0,6.4,198.5,0.4713,Financial Services,17.522436,15.865192,67.97,38.0,0.0323,1.3934125,1.1479895,0.98462,0.67250997,0.08262,0.0036199999,0.06403,830.862,0.439,14899.559,1013.516,1.084,15.2074797056,,191.7670970621952,159.4382688976896,"['Retail', 'Wholesale', 'Asset Management', 'Investment', 'and Others']","Retail Securities, Wholesale Securities, Asset Management, Investment Banking, New Financial Solutions"
Secom,9735.T,Business Services & Supplies,Japan,71177.0,8.2,14.7,0.7057,Industrials,24.850243,24.76114,472.43,190.0,0.0163,2.1576898,2.0854006,0.30977,0.13924,0.08796,0.04437,0.084130004,5369.821,0.042,2819.772,4.991,2.464,22.435140861952,1.9140576559104,5.3885739794432,0.6083259133952,"['Security Services', 'Fire Protection Services', 'Medical Services', 'Insurance Services', 'Geographic Information Services', 'Information and Communication Related Services', 'and Real Estate and Others']","Security Services, Fire Protection Services, Medical Services, Insurance Services, Geographic Information Services"
China CSSC Holdings,600150.SS,Capital Goods,China,15955.0,8.1,24.1,0.0238,Industrials,125.035706,23.185429,0.28,0.02,0.00059999997,2.2159045,3.2564409,0.060089998,0.09267,0.01795,-0.0068,0.03741,16.436,0.31,14.665,56.87,1.229,23.017226846208,0.054601896384,9.641376202752,4.367511816192,[],"Shipbuilding, Ship Repair, Offshore Engineering, New Marine Solutions"
Transurban Group,TCL.AX,Transportation,Australia,9000.0,2.9,26.0,0.113,Industrials,184.0,75.76471,0.07,0.62,0.0475,9.371125,3.368201,0.54635,0.28047,0.05341,0.01841,0.01997,1.379,0.046,0.571,149.219,0.526,29.07391430656,1.5768,1.28626,13.6020907008,"['Melbourne', 'Sydney', 'Brisbane', 'and Greater Washington Area']","Toll Road Ownership and Operations, Toll Road Development, Technology and Commercial Services, New Transportation Solutions"
Industrivarden,INDU-A.ST,Diversified Financials,Sweden,15.0,0.606,14.1,1.7,Financial Services,6.0086875,13.792467,62.16,7.75,0.021,5.9110084,1.0762913,1.0,0.99808997,0.98441005,0.11569,0.19448,63.137,-0.175,2.012,5.471,0.51,16.1187282944,2.7147999232,0.0869,0.82,[],"Investment Operations, Value Creation, New Portfolio Companies"
Hopson Development Holdings,0754.HK,Construction,Hong Kong,10482.0,3.8,38.3,1.1,Real Estate,2.180723,4.361446,1.66,,,0.47079286,0.14676666,0.36326998,0.23379,0.2152,0.01203,0.06838,7.689,0.145,5.336,95.184,1.522,1.78476925952,0.81704037376,2.63098580992,12.27153301504,[],"Property Development, Property Investment, Property Management, New Real Estate Solutions"
Boliden,BOL.ST,Materials,Sweden,6226.0,8.1,9.3,1.2,Basic Materials,13.545045,10.043421,22.2,7.5,0.026300002,1.0468308,1.4579253,0.13668,0.09425,0.077309996,0.05135,0.10587,287.214,-0.12,18.203,25.846,1.799,8.2232737792,1.4282999808,0.4977999872,1.4581999616,['Business Area Smelters and Business Area Mines'],"Metal Mining, Smelting Operations, Recycling, New Metals and Materials"
Mondi,MNDI.L,"Engineering, Manufacturing",United Kingdom,22000.0,9.3,11.6,1.5,Basic Materials,14.087628,1380.303,0.97,0.62,0.0463,0.82185376,106.52479,0.37394002,0.049000002,-0.020869998,0.03754,0.08437,16.621,-0.216,3.613,33.12,2.086,6.50612293632,1.08756,1.72043993088,2.1805200691200004,[],"Corrugated Packaging, Flexible Packaging, Engineered Materials, Uncoated Fine Paper, New Packaging Solutions"
